Reactions standart Gibbe energy,,,,,,
Reaction index,Reaction name,ec number,Formula,Sub-System,standart Gibbs energy (kJ/mol),standart deviation (kJ/mol)
1500,Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane),unknown, (-1) hdca[e] +  (-1) lipa[e] <=>  (1) h2o[e] +  (1) halipa[e],Lipopolysaccharide Biosynthesis / Recycling,18.84176846,7.227095969
1501,lipid A transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) lipa[c] <=>  (1) adp[c] +  (1) lipa[p] +  (1) pi[c],Lipopolysaccharide Biosynthesis / Recycling,-29.4361481,1.459542669
1502,lipid A transport via vector (periplasm to extracellular),unknown, (-1) lipa[p] <=>  (1) lipa[e],Lipopolysaccharide Biosynthesis / Recycling,0,0
1503,Lipid A disaccaride synthase,2.4.1.182, (-1) lipidX[c] +  (-1) u23ga[c] <=>  (1) lipidAds[c] +  (1) udp[c],Lipopolysaccharide Biosynthesis / Recycling,-21.9164462,2.331225509
1504,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)",3.1.1.5, (-1) 1ddecg3p[p] +  (-1) h2o[p] <=>  (1) ddca[p] +  (1) glyc3p[p],Glycerophospholipid Metabolism,-23.7470567,2.723050905
1505,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:0) (periplasm)",3.1.1.5, (-1) 1tdecg3p[p] +  (-1) h2o[p] <=>  (1) glyc3p[p] +  (1) ttdca[p],Glycerophospholipid Metabolism,-23.7470567,2.723050905
1506,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C14:1) (periplasm)",3.1.1.5, (-1) 1tdec7eg3p[p] +  (-1) h2o[p] <=>  (1) glyc3p[p] +  (1) ttdcea[p],Glycerophospholipid Metabolism,-14.6610823,3.09179257
1507,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",3.1.1.5, (-1) 1hdecg3p[p] +  (-1) h2o[p] <=>  (1) glyc3p[p] +  (1) hdca[p],Glycerophospholipid Metabolism,-16.5451375,7.434314685
1508,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",3.1.1.5, (-1) 1hdec9eg3p[p] +  (-1) h2o[p] <=>  (1) glyc3p[p] +  (1) hdcea[p],Glycerophospholipid Metabolism,-23.74825453,2.723050905
1509,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)",3.1.1.5, (-1) 1odecg3p[p] +  (-1) h2o[p] <=>  (1) glyc3p[p] +  (1) ocdca[p],Glycerophospholipid Metabolism,-23.7470567,2.723050905
1510,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:1) (periplasm)",3.1.1.5, (-1) 1odec11eg3p[p] +  (-1) h2o[p] <=>  (1) glyc3p[p] +  (1) ocdcea[p],Glycerophospholipid Metabolism,-23.74825453,2.723050905
1511,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)",3.1.1.5, (-1) 1agpe120[p] +  (-1) h2o[p] <=>  (1) ddca[p] +  (1) g3pe[p],Glycerophospholipid Metabolism,-20.4772606,2.304203801
1512,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:0) (periplasm)",3.1.1.5, (-1) 1agpe140[p] +  (-1) h2o[p] <=>  (1) g3pe[p] +  (1) ttdca[p],Glycerophospholipid Metabolism,-20.4768422,2.304203595
1513,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)",3.1.1.5, (-1) 1agpe141[p] +  (-1) h2o[p] <=>  (1) g3pe[p] +  (1) ttdcea[p],Glycerophospholipid Metabolism,-20.4768422,2.304203235
1514,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)",3.1.1.5, (-1) 1agpe160[p] +  (-1) h2o[p] <=>  (1) g3pe[p] +  (1) hdca[p],Glycerophospholipid Metabolism,-13.2753414,7.223660028
1515,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)",3.1.1.5, (-1) 1agpe161[p] +  (-1) h2o[p] <=>  (1) g3pe[p] +  (1) hdcea[p],Glycerophospholipid Metabolism,-20.47845843,2.304203538
1516,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:0) (periplasm)",3.1.1.5, (-1) 1agpe180[p] +  (-1) h2o[p] <=>  (1) g3pe[p] +  (1) ocdca[p],Glycerophospholipid Metabolism,-20.4772606,2.304203689
1517,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)",3.1.1.5, (-1) 1agpe181[p] +  (-1) h2o[p] <=>  (1) g3pe[p] +  (1) ocdcea[p],Glycerophospholipid Metabolism,-20.47804003,2.304203289
1518,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)",3.1.1.5, (-1) 1agpg120[p] +  (-1) h2o[p] <=>  (1) ddca[p] +  (1) g3pg[p],Glycerophospholipid Metabolism,-20.47684226,2.304204008
1519,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)",3.1.1.5, (-1) 1agpg140[p] +  (-1) h2o[p] <=>  (1) g3pg[p] +  (1) ttdca[p],Glycerophospholipid Metabolism,-20.47684226,2.304203182
1520,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:1) (periplasm)",3.1.1.5, (-1) 1agpg141[p] +  (-1) h2o[p] <=>  (1) g3pg[p] +  (1) ttdcea[p],Glycerophospholipid Metabolism,-20.47684226,2.304203442
1521,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)",3.1.1.5, (-1) 1agpg160[p] +  (-1) h2o[p] <=>  (1) g3pg[p] +  (1) hdca[p],Glycerophospholipid Metabolism,-13.27534146,7.223660094
1522,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:1) (periplasm)",3.1.1.5, (-1) 1agpg161[p] +  (-1) h2o[p] <=>  (1) g3pg[p] +  (1) hdcea[p],Glycerophospholipid Metabolism,-20.47804009,2.304203538
1523,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:0) (periplasm)",3.1.1.5, (-1) 1agpg180[p] +  (-1) h2o[p] <=>  (1) g3pg[p] +  (1) ocdca[p],Glycerophospholipid Metabolism,-20.47684226,2.304203689
1524,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C18:1) (periplasm)",3.1.1.5, (-1) 1agpg181[p] +  (-1) h2o[p] <=>  (1) g3pg[p] +  (1) ocdcea[p],Glycerophospholipid Metabolism,-20.47804009,2.304203703
1525,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C12:0)",3.1.1.5, (-1) 2ddecg3p[c] +  (-1) h2o[c] <=>  (1) ddca[c] +  (1) glyc3p[c],Glycerophospholipid Metabolism,-23.7470567,2.723050905
1526,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",3.1.1.5, (-1) 2tdecg3p[c] +  (-1) h2o[c] <=>  (1) glyc3p[c] +  (1) ttdca[c],Glycerophospholipid Metabolism,-23.7470567,2.723050905
1527,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",3.1.1.5, (-1) 2tdec7eg3p[c] +  (-1) h2o[c] <=>  (1) glyc3p[c] +  (1) ttdcea[c],Glycerophospholipid Metabolism,-14.6610823,3.09179257
1528,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",3.1.1.5, (-1) 2hdecg3p[c] +  (-1) h2o[c] <=>  (1) glyc3p[c] +  (1) hdca[c],Glycerophospholipid Metabolism,-16.5451375,7.434314685
1529,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",3.1.1.5, (-1) 2hdec9eg3p[c] +  (-1) h2o[c] <=>  (1) glyc3p[c] +  (1) hdcea[c],Glycerophospholipid Metabolism,-23.74825453,2.723050905
1530,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",3.1.1.5, (-1) 2odecg3p[c] +  (-1) h2o[c] <=>  (1) glyc3p[c] +  (1) ocdca[c],Glycerophospholipid Metabolism,-23.7470567,2.723050905
1531,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",3.1.1.5, (-1) 2odec11eg3p[c] +  (-1) h2o[c] <=>  (1) glyc3p[c] +  (1) ocdcea[c],Glycerophospholipid Metabolism,-23.74825453,2.723050905
1532,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)",unknown, (-1) 2agpe120[c] +  (-1) pg120[c] <=>  (1) apg120[c] +  (1) g3pe[c],Glycerophospholipid Metabolism,6.10016E-08,0
1533,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)",unknown, (-1) 2agpe140[c] +  (-1) pg140[c] <=>  (1) apg140[c] +  (1) g3pe[c],Glycerophospholipid Metabolism,6.10016E-08,0
1534,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)",unknown, (-1) 2agpe141[c] +  (-1) pg141[c] <=>  (1) apg141[c] +  (1) g3pe[c],Glycerophospholipid Metabolism,6.10016E-08,0
1535,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0)",unknown, (-1) 2agpe160[c] +  (-1) pg160[c] <=>  (1) apg160[c] +  (1) g3pe[c],Glycerophospholipid Metabolism,6.10016E-08,0
1536,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)",unknown, (-1) 2agpe161[c] +  (-1) pg161[c] <=>  (1) apg161[c] +  (1) g3pe[c],Glycerophospholipid Metabolism,-0.000418339,0
1537,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)",unknown, (-1) 2agpe180[c] +  (-1) pg180[c] <=>  (1) apg180[c] +  (1) g3pe[c],Glycerophospholipid Metabolism,6.10016E-08,0
1538,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)",unknown, (-1) 2agpe181[c] +  (-1) pg181[c] <=>  (1) apg181[c] +  (1) g3pe[c],Glycerophospholipid Metabolism,6.10016E-08,0
1539,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)",unknown, (-1) 2agpg120[c] +  (-1) pg120[c] <=>  (1) apg120[c] +  (1) g3pg[c],Glycerophospholipid Metabolism,0.000418399,0
1540,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)",unknown, (-1) 2agpg140[c] +  (-1) pg140[c] <=>  (1) apg140[c] +  (1) g3pg[c],Glycerophospholipid Metabolism,-6.8394E-10,0
1541,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)",unknown, (-1) 2agpg141[c] +  (-1) pg141[c] <=>  (1) apg141[c] +  (1) g3pg[c],Glycerophospholipid Metabolism,0.000418399,0
1542,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)",unknown, (-1) 2agpg160[c] +  (-1) pg160[c] <=>  (1) apg160[c] +  (1) g3pg[c],Glycerophospholipid Metabolism,-6.98492E-10,0
1543,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)",unknown, (-1) 2agpg161[c] +  (-1) pg161[c] <=>  (1) apg161[c] +  (1) g3pg[c],Glycerophospholipid Metabolism,-6.8394E-10,0
1544,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)",unknown, (-1) 2agpg180[c] +  (-1) pg180[c] <=>  (1) apg180[c] +  (1) g3pg[c],Glycerophospholipid Metabolism,0.000418399,0
1545,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)",unknown, (-1) 2agpg181[c] +  (-1) pg181[c] <=>  (1) apg181[c] +  (1) g3pg[c],Glycerophospholipid Metabolism,-6.98492E-10,0
1546,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C12:0)",3.1.1.5, (-1) 2agpe120[c] +  (-1) h2o[c] <=>  (1) ddca[c] +  (1) g3pe[c],Glycerophospholipid Metabolism,-20.4772606,2.304203801
1547,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)",3.1.1.5, (-1) 2agpe140[c] +  (-1) h2o[c] <=>  (1) g3pe[c] +  (1) ttdca[c],Glycerophospholipid Metabolism,-20.4768422,2.304203595
1548,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)",3.1.1.5, (-1) 2agpe141[c] +  (-1) h2o[c] <=>  (1) g3pe[c] +  (1) ttdcea[c],Glycerophospholipid Metabolism,-11.3912862,2.768678848
1549,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:0)",3.1.1.5, (-1) 2agpe160[c] +  (-1) h2o[c] <=>  (1) g3pe[c] +  (1) hdca[c],Glycerophospholipid Metabolism,-13.2753414,7.223660028
1550,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)",3.1.1.5, (-1) 2agpe161[c] +  (-1) h2o[c] <=>  (1) g3pe[c] +  (1) hdcea[c],Glycerophospholipid Metabolism,-20.47845843,2.304203538
1551,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)",3.1.1.5, (-1) 2agpe180[c] +  (-1) h2o[c] <=>  (1) g3pe[c] +  (1) ocdca[c],Glycerophospholipid Metabolism,-20.4772606,2.304203689
1552,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)",3.1.1.5, (-1) 2agpe181[c] +  (-1) h2o[c] <=>  (1) g3pe[c] +  (1) ocdcea[c],Glycerophospholipid Metabolism,-20.47804003,2.304203289
1553,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",3.1.1.5, (-1) 2agpg120[c] +  (-1) h2o[c] <=>  (1) ddca[c] +  (1) g3pg[c],Glycerophospholipid Metabolism,-20.47684226,2.304204008
1554,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)",3.1.1.5, (-1) 2agpg140[c] +  (-1) h2o[c] <=>  (1) g3pg[c] +  (1) ttdca[c],Glycerophospholipid Metabolism,-20.47684226,2.304203182
1555,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)",3.1.1.5, (-1) 2agpg141[c] +  (-1) h2o[c] <=>  (1) g3pg[c] +  (1) ttdcea[c],Glycerophospholipid Metabolism,-11.39086786,2.768678848
1556,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)",3.1.1.5, (-1) 2agpg160[c] +  (-1) h2o[c] <=>  (1) g3pg[c] +  (1) hdca[c],Glycerophospholipid Metabolism,-13.27534146,7.223660094
1557,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)",3.1.1.5, (-1) 2agpg161[c] +  (-1) h2o[c] <=>  (1) g3pg[c] +  (1) hdcea[c],Glycerophospholipid Metabolism,-20.47804009,2.304203538
1558,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)",3.1.1.5, (-1) 2agpg180[c] +  (-1) h2o[c] <=>  (1) g3pg[c] +  (1) ocdca[c],Glycerophospholipid Metabolism,-20.47684226,2.304203689
1559,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)",3.1.1.5, (-1) 2agpg181[c] +  (-1) h2o[c] <=>  (1) g3pg[c] +  (1) ocdcea[c],Glycerophospholipid Metabolism,-20.47804009,2.304203703
1560,L-serine dehydrogenase,unknown, (-1) nadp[c] +  (-1) ser-DASH-L[c] <=>  (1) 2amsa[c] +  (1) nadph[c],Glycine and Serine Metabolism,21.49183923,1.780253755
1561,lysine decarboxylase,4.1.1.18, (-1) lys-DASH-L[c] <=>  (1) 15dap[c] +  (1) co2[c],Threonine and Lysine Metabolism,-32.52535814,2.213668194
1562,Lysyl-tRNA synthetase,6.1.1.6, (-1) atp[c] +  (-1) lys-DASH-L[c] +  (-1) trnalys[c] <=>  (1) amp[c] +  (1) lystrna[c] +  (1) ppi[c],tRNA Charging,-14.14814991,2.980835755
1563,L-lysine transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) lys-DASH-L[p] <=>  (1) adp[c] +  (1) lys-DASH-L[c] +  (1) pi[c],"Transport, Inner Membrane",-29.4361481,1.459542669
1564,L-lysine transport in via proton symport (periplasm),unknown, (-1) lys-DASH-L[p] <=>  (1) lys-DASH-L[c],"Transport, Inner Membrane",0,0
1565,L-lysine transport out via proton antiport (cytoplasm to periplasm),unknown, (-1) lys-DASH-L[c] <=>  (1) lys-DASH-L[p],"Transport, Inner Membrane",0,0
1566,L-lysine transport via diffusion (extracellular to periplasm),unknown, (-1) lys-DASH-L[e] <=>  (1) lys-DASH-L[p],"Transport, Outer Membrane Porin",0,0
1567,Lyxose isomerase,unknown, (-1) lyx-DASH-L[c] <=>  (1) xylu-DASH-L[c],Alternate Carbon Metabolism,11.56169153,3.31162883
1568,L-Lyxose transport via proton symport (periplasm),unknown, (-1) lyx-DASH-L[p] <=>  (1) lyx-DASH-L[c],"Transport, Inner Membrane",0,0
1569,L-Lyxose transport via diffusion (extracellular to periplasm),unknown, (-1) lyx-DASH-L[e] <=>  (1) lyx-DASH-L[p],"Transport, Outer Membrane Porin",0,0
1570,L-Lactate dehydrogenase (ubiquinone),1.1.2.3, (-1) lac-DASH-L[c] +  (-1) q8[c] <=>  (1) pyr[c] +  (1) q8h2[c],Oxidative Phosphorylation,-55.70306859,1.161920068
1571,L-Lactate dehydrogenase (menaquinone),1.1.2.3, (-1) lac-DASH-L[c] +  (-1) mqn8[c] <=>  (1) mql8[c] +  (1) pyr[c],Oxidative Phosphorylation,-55.70306859,1.161920068
1572,L-lactate reversible transport via proton symport (periplasm),unknown, (-1) lac-DASH-L[p] <=>  (1) lac-DASH-L[c],"Transport, Inner Membrane",0,0
1573,L-lactate transport via diffusion (extracellular to periplasm),unknown, (-1) lac-DASH-L[e] <=>  (1) lac-DASH-L[p],"Transport, Outer Membrane Porin",0,0
1574,mannitol-1-phosphate 5-dehydrogenase,1.1.1.17, (-1) mnl1p[c] +  (-1) nad[c] <=>  (1) f6p[c] +  (1) nadh[c],Alternate Carbon Metabolism,7.566908159,1.915655158
1575,Malonyl-ACP decarboxylase,unknown, (-1) malACP[c] <=>  (1) acACP[c] +  (1) co2[c],Membrane Lipid Metabolism,-29.93343055,1.663370338
1576,malate decarboxylating oxidoreductase (decarboxylating),1.1.1.83, (-1) mal-DASH-D[c] +  (-1) nad[c] <=>  (1) co2[c] +  (1) nadh[c] +  (1) pyr[c],Alternate Carbon Metabolism,6.68405229,1.948579443
1577,D-Malate transport via proton symport (2 H) (periplasm),unknown, (-1) mal-DASH-D[p] <=>  (1) mal-DASH-D[c],"Transport, Inner Membrane",0,0
1578,D-Malate transport via diffusion (extracellular to periplasm),unknown, (-1) mal-DASH-D[e] <=>  (1) mal-DASH-D[p],"Transport, Outer Membrane Porin",0,0
1579,malate synthase,4.1.3.2, (-1) accoa[c] +  (-1) glx[c] +  (-1) h2o[c] <=>  (1) coa[c] +  (1) mal-DASH-L[c],Anaplerotic Reactions,-45.92289001,2.334034748
1580,maltose O-acetyltransferase,2.3.1.79, (-1) accoa[c] +  (-1) malt[c] <=>  (1) acmalt[c] +  (1) coa[c],Alternate Carbon Metabolism,2.78528654,4.269860187
1581,maltohexaose transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) malthx[p] <=>  (1) adp[c] +  (1) malthx[c] +  (1) pi[c],"Transport, Inner Membrane",-29.4361481,1.459542669
1582,maltohexaose transport via diffusion (extracellular to periplasm) irreversible,unknown, (-1) malthx[e] <=>  (1) malthx[p],"Transport, Outer Membrane",0,0
1583,maltopentaose transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) maltpt[p] <=>  (1) adp[c] +  (1) maltpt[c] +  (1) pi[c],"Transport, Inner Membrane",-29.4361481,1.459542669
1584,maltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,unknown, (-1) maltpt[e] <=>  (1) maltpt[p],"Transport, Outer Membrane",0,0
1585,Maltotriose transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) malttr[p] <=>  (1) adp[c] +  (1) malttr[c] +  (1) pi[c],"Transport, Inner Membrane",-29.4361481,1.459542669
1586,Maltotriose transport via diffusion (extracellular to periplasm) irreversible,unknown, (-1) malttr[e] <=>  (1) malttr[p],"Transport, Outer Membrane",0,0
1587,maltotetraose transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) maltttr[p] <=>  (1) adp[c] +  (1) maltttr[c] +  (1) pi[c],"Transport, Inner Membrane",-29.4361481,1.459542669
1588,maltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,unknown, (-1) maltttr[e] <=>  (1) maltttr[p],"Transport, Outer Membrane",0,0
1589,maltose transport via ABC system (periplasm),unknown, (-1) atp[c] +  (-1) h2o[c] +  (-1) malt[p] <=>  (1) adp[c] +  (1) malt[c] +  (1) pi[c],"Transport, Inner Membrane",-29.4361481,1.459542669
1590,maltose transport via PEP:Pyr PTS (periplasm),unknown, (-1) malt[p] +  (-1) pep[c] <=>  (1) malt6p[c] +  (1) pyr[c],"Transport, Inner Membrane",-39.5620965,3.52529213
1591,maltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,unknown, (-1) malt[e] <=>  (1) malt[p],"Transport, Outer Membrane",0,0
1592,Malate transport via proton symport (2 H) (periplasm),unknown, (-1) mal-DASH-L[p] <=>  (1) mal-DASH-L[c],"Transport, Inner Membrane",0,0
1593,Malate transport via proton symport (3 H) (periplasm),unknown, (-1) mal-DASH-L[p] <=>  (1) mal-DASH-L[c],"Transport, Inner Membrane",0,0
1594,Malate transport via diffusion (extracellular to periplasm),unknown, (-1) mal-DASH-L[e] <=>  (1) mal-DASH-L[p],"Transport, Outer Membrane Porin",0,0
1595,mannose-1-phosphate guanylyltransferase (GDP),2.7.7.22, (-1) gdp[c] +  (-1) man1p[c] <=>  (1) gdpmann[c] +  (1) pi[c],Cell Envelope Biosynthesis,1.614642157,4.784405035
1596,mannose-6-phosphate isomerase,5.3.1.8, (-1) man6p[c] <=>  (1) f6p[c],Alternate Carbon Metabolism,1.895532857,0.583942718
1597,Mannose-6-phosphate transport via phosphate antiport (periplasm),unknown, (-1) man6p[p] +  (-2) pi[c] <=>  (1) man6p[c] +  (2) pi[p],"Transport, Inner Membrane",0,0
1598,Mannose 6-phosphate transport via diffusion (extracellular to periplasm),unknown, (-1) man6p[e] <=>  (1) man6p[p],"Transport, Outer Membrane Porin",0,0
1599,Mannonate oxidoreductase,1.1.1.57, (-1) mana[c] +  (-1) nad[c] <=>  (1) fruur[c] +  (1) nadh[c],Alternate Carbon Metabolism,21.70091779,4.142583286
1600, 2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm),unknown, (-1) manglyc[p] +  (-1) pep[c] <=>  (1) man6pglyc[c] +  (1) pyr[c],"Transport, Inner Membrane",-45.95173599,0.800132707
1601, 2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),unknown, (-1) manglyc[e] <=>  (1) manglyc[p],"Transport, Outer Membrane Porin",0,0
1602, 2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase,unknown, (-1) h2o[c] +  (-1) man6pglyc[c] <=>  (1) glyc-DASH-R[c] +  (1) man6p[c],Alternate Carbon Metabolism,-12.35569683,2.556149986
1603,D-mannose transport via PEP:Pyr PTS (periplasm),unknown, (-1) man[p] +  (-1) pep[c] <=>  (1) man6p[c] +  (1) pyr[c],"Transport, Inner Membrane",-42.768244,0.769269586
1604,D-mannose transport via diffusion (extracellular to periplasm),unknown, (-1) man[e] <=>  (1) man[p],"Transport, Outer Membrane Porin",0,0
1605, 2-methylcitrate dehydratase,4.2.1.79, (-1) 2mcit[c] <=>  (1) 2mcacn[c] +  (1) h2o[c],Alternate Carbon Metabolism,1.070510933,2.996345438
1606,methylisocitrate lyase,4.1.3.30, (-1) micit[c] <=>  (1) pyr[c] +  (1) succ[c],Alternate Carbon Metabolism,4.93810616,3.226280508
1607, 2-methylcitrate synthase,4.1.3.31, (-1) h2o[c] +  (-1) oaa[c] +  (-1) ppcoa[c] <=>  (1) 2mcit[c] +  (1) coa[c],Alternate Carbon Metabolism,-37.92113074,3.924792878
1608,Malonyl-CoA-ACP transacylase,2.3.1.39, (-1) ACP[c] +  (-1) malcoa[c] <=>  (1) coa[c] +  (1) malACP[c],Membrane Lipid Metabolism,7.776467975,1.497219885
1609, 3-mercaptopyruvate sulfurtransferase,2.8.1.2, (-1) cyan[c] +  (-1) mercppyr[c] <=>  (1) pyr[c] +  (1) tcynt[c],Cysteine Metabolism,-118.4120402,3.947467199
1610,murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),unknown, (-1) murein5p5p[p] <=>  (1) ala-DASH-D[p] +  (1) murein5px4p[p],Murein Biosynthesis,0,1000000
1611,murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm),unknown, (-1) murein5p5p[p] <=>  (1) alaala[p] +  (1) murein5px3p[p],Murein Biosynthesis,0,1000000
1612,murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),unknown, (-1) murein5p5p5p[p] <=>  (2) ala-DASH-D[p] +  (1) murein5px4px4p[p],Murein Biosynthesis,0,1000000
1613,"murein D,D-carboxypeptidase (murein5px4p) (periplasm)",3.4.16.4, (-1) h2o[p] +  (-1) murein5px4p[p] <=>  (1) ala-DASH-D[p] +  (1) murein4px4p[p],Murein Biosynthesis,0,1000000
1614,"murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",3.4.16.4, (-1) h2o[p] +  (-1) murein5px4px4p[p] <=>  (1) ala-DASH-D[p] +  (1) murein4px4px4p[p],Murein Biosynthesis,0,1000000
1615,"murein D,D-carboxypeptidase (murein5p5p) (periplasm)",3.4.16.4, (-1) h2o[p] +  (-1) murein5p5p[p] <=>  (1) ala-DASH-D[p] +  (1) murein5p4p[p],Murein Biosynthesis,-1.255225337,2.003230559
